new_id,property_type,HostEmail,name,description,picture_url,neighbourhood,latitude,longitude,room_type,bathrooms_text,bedrooms,beds,accommodates,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location
63,Entire rental unit,Wouter63@gmail.com,"Bright, Spacious apt w/roof terrace","Our spacious and bright apartment (115m2) & roof terrace(50m2) is strategically located, next to hotspot Hallenkwartier with its shops, restaurants and cafe's. You can walk into the inner city, walk to Museumplein and Vondelpark or enjoy Oud West.<br /><br /><b>The space</b><br />You will enter through our communal staircase and climb up the stairs till you reach the third floor. <br /><br />Once there you will breath the space we offer in our un-Amsterdam large living room, fully covering the 3rd floor. <br /><br />On the 4th floor, the two bedrooms (both double beds) and bathroom are situated.  Finally you will have a great panoramic view over Amsterdam from the sunny & green rooftop terrace.<br /><br />NB. Please let us know if you want to use the junior bed and/or bedstead.<br /><br /><b>Guest access</b><br />Apartment details: <br />• Spacious 115 square meters apartment in a quiet and green neighborhood, walking distance from the centre <br />• Two bedrooms <br />• Modern kitchen",https://a0.muscache.com/pictures/85167941/72bd6ac2_original.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36637,4.86651,Entire home/apt,1 bath,2,2,4,"[""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Cooking basics"", ""Fire extinguisher"", ""Dryer"", ""Dishwasher"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Essentials"", ""Iron"", ""Room-darkening shades"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Oven"", ""Paid parking off premises"", ""Hangers"", ""Dedicated workspace"", ""TV with standard cable"", ""Microwave"", ""High chair"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""BBQ grill"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Cable TV"", ""Patio or balcony""]",225,2,30,4.96,4.98,4.93,4.89
64,Entire rental unit,Lisa64@gmail.com,Cosy & convenient in De Baarsjes,"Our house is situated in the upcoming neighbourhood De Baarsjes. Close to Vondelpark and new food court De Hallen. <br />Public transport in front of the house, bike rent at the corner. Supermarket around the corner. Comfortable, cosy and central.<br /><br /><b>The space</b><br />Our house is light, cosy and comfortable. <br />Facilities such as a supermarket are close to home. Furthermore, it's easy to visit nice, lively areas and multiple parks from our home. Explore them by bike, foot or public transport. <br />Eat out in one of the affordable restaurants nearby, bring your food home or walk around the corner for groceries and enjoy your own meal in our big kitchen.<br />We have one bedroom with a double bed, and extra room in our study (used to be a second bedroom) for a second double matress.<br /><br /><b>Guest access</b><br />Balcony, dishwasher, oven/microwave, smart-TV with HD-channels, laundry machine, dryer.<br /><br /><b>Other things to note</b><br />We are a young couple l",https://a0.muscache.com/pictures/81315396/df934952_original.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36166,4.85365,Entire home/apt,1.5 baths,2,2,4,"[""Washer"", ""Shampoo"", ""Dryer"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm""]",87,2,1125,4.92,4.92,5,4.82
65,Entire rental unit,Evert65@gmail.com,Great apartment for 4 guests with balcony!!,"The apartment is located in a beautiful part of Amsterdam-Oost, between the Amstel and the Oosterpark.<br />A peaceful street in between the Wibautstraat and the Oosterpark. Various stores, convivial restaurants and popular cafés are located within walking distance. The apartment is also a short distance away from, among other things, the inner city, the Dappermarkt, the Tropenmuseum, Artis and the Albert Cuyp market<br /><br /><b>Guest access</b><br />The whole apartment is yours!",https://a0.muscache.com/pictures/ae46f340-6b5b-413e-8d2e-bfd3a9f4d9e3.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35842,4.91439,Entire home/apt,1 bath,1,2,4,"[""Washer"", ""Hangers"", ""Dedicated workspace"", ""Shampoo"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""First aid kit"", ""Host greets you""]",125,2,1125,4.6,4.6,4.53,4.6
66,Private room in residential home,Ingrid66@gmail.com,Lovely independent room Amsterdam Center near IJ,"Room near  Amsterdam-Center, Central Station, river IJ. Tram 7, tram 26. Walking distance: shopping center, restaurants, cafés, Bagels&Beans, bakery, bookshop. Cosy, independent, privacy, no stairs. In architectural interesting area. Room has floor heating, Moroccan floor tiles, private bathroom with rain/handshower, bath towels. Refrigerator, nespresso, water cooker, showergel, douchegel, handsoap, fohn. Internet, wifi, smart tv, table with two chairs. Bicycles can be arranged. Kayaks present.<br /><br /><b>The space</b><br />De prachtige Oosterse tegelvloer geven de kamer een sfeer waarin u zich meteen op vakantie voelt. Zonwerende gordijnen zorgen voor uw goede nachtrust.  Het is een hoge ruimte met hoge ramen. Veel licht.<br />Er is vloerverwarming. De ruimte wordt ervaren als zeer rustig.<br />In de kamer vindt u ook boeken over architectuur in het Oostelijk Havengebied, over Rembrandt en van Gogh.<br />Registratienummer: 0363 64D2 D52C D139 5368<br /><br /><b>Guest access</b><br ",https://a0.muscache.com/pictures/a4185c49-c1cc-440d-aac9-0e18c9529a52.jpg,"Amsterdam, Noord-Holland, Netherlands",52.374493,4.948655,Private room,1.5 baths,1,1,2,"[""Shampoo"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Bed linens"", ""Wine glasses"", ""Fire extinguisher"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Hangers"", ""Dedicated workspace"", ""TV with standard cable"", ""Microwave"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Host greets you"", ""Dishes and silverware"", ""Cable TV"", ""Private entrance"", ""Single level home"", ""Lock on bedroom door"", ""Waterfront"", ""Patio or balcony"", ""Nespresso machine""]",125,2,30,4.92,5,5,4.58
67,Private room in bed and breakfast,Ehab67@gmail.com,Centre-Check in anytime -Close to train station,"The price is till 50% less till April. <br /><br />I will try to describe my place with few words:<br /><br />- It's a modern place in a classic building.<br />- In the center of the city but in a quiet street.<br />- A magnificent view, below boats and above airplanes.<br />- You see from the windows the old and new Amsterdam. <br />- Check in,  too early or too late. <br />- Breakfast on bed with viewing an Amsterdam's canal, so romantic. <br />- You have a private toilet.<br /><br />You are close to everything in the city center.<br /><br /><b>The space</b><br />It's in a perfect location with a wonderful view. It's clean and modern.  In the first floor. Every thing is new here.<br /><br /><b>Other things to note</b><br />Feel free to call me during your stay if you need something.<br /><br /><b>License number</b><br />0363 0B33 215D 4B8C 3E0E",https://a0.muscache.com/pictures/cc2288f1-dabb-4d12-b1b4-055b6257574e.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36927,4.91485,Private room,1.5 baths,1,1,2,"[""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Lockbox"", ""Heating"", ""Bed linens"", ""Long term stays allowed"", ""Essentials"", ""Smoke alarm"", ""Hangers"", ""Dedicated workspace"", ""TV with standard cable"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Cable TV"", ""Lock on bedroom door"", ""Waterfront"", ""Breakfast"", ""Pocket wifi""]",125,2,1125,4.91,4.91,4.91,4.81
68,Entire rental unit,Pauline68@gmail.com,Modern apartment close to centre,"A cozy renovated apartment with balcony. Close to 2 parks, museums and much more.  At small square at back side of building, very quiet. Only 8 minuts  from tram and metro, 12 minutes from Central  Station. Booming neighbourhood.<br />It is also possible to arrange a guided tour. Different subjects you can choose like Amsterdam and the old city around the red Light district or The Amsterdam from Rembrandt and his colleagues and how he  lived or 17th Century Canal tour, Amsterdam Architect Tour.<br /><br /><b>Other things to note</b><br />No smoking apartment and no smoking on the balcony as well",https://a0.muscache.com/pictures/026e31c5-b557-40a5-9677-b6814a72ffd2.jpg,"Amsterdam, Noord-Holland, Netherlands",52.34298,4.91532,Entire home/apt,1 bath,1,1,2,"[""Washer"", ""Hangers"", ""Stove"", ""Shampoo"", ""Dryer"", ""Fire extinguisher"", ""Microwave"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Essentials"", ""Heating"", ""Iron"", ""First aid kit"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware""]",104,3,7,4.9,4.94,5,4.73
69,Tiny house,Adriana69@gmail.com,Dream design studio in urban hip area “De Pijp”,"Very warm but spacious appartment in the number one (urban and hipster) Area of Amsterdam “DE PIJP”.<br />You will find coffeeshops (green), burgerbars, winebars and espresso bars all around in walking distance.<br />A mixture of locals and tourists!<br /><br />The tram / public transport stops around the corner with direct transport to Central station.<br /><br /><b>The space</b><br />Open livng room with large windows",https://a0.muscache.com/pictures/1326e228-15e6-4f2d-8bc6-ec3d4d4f57fd.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35529,4.88998,Entire home/apt,1 bath,1,1,2,"[""Stove"", ""Dedicated workspace"", ""Long term stays allowed"", ""Microwave"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Oven"", ""TV"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""First aid kit"", ""Coffee maker"", ""Refrigerator"", ""Cooking basics"", ""Dishes and silverware""]",129,3,1125,4.64,4.68,4.68,4.82
70,Entire rental unit,Jonthy70@gmail.com,? perfect getaway | close to everything (+2 bikes),"Our private apartment with garden is super well located in the center: only a few steps away from Anne Frank museum, The Dam, the trendy '9-streets' neighborhood, beautiful canals, and surrounded by nice shops, bars and restaurants. Most sights are at walking distance! This apartment is perfect for couples or business trips. We provide fast WiFi, an oven, washing machine, kettle, TV (with Netflix), tea & Nespresso coffee, clean towels, hairdryer and two bikes for you during your stay!<br /><br /><b>The space</b><br />Cosy, modern and very comfortable apartment in the centre: Amsterdam's most trendy part, the Jordaan district! Located right in between the Anne Frank Museum and beautiful old canals (very close to the Prinsengracht). Also, this apartment views the Westerkerk tower, is at walking distance of our favorite supermarket (Albert Heijn) and the Noordermarket (every Saturday and Monday). The room is equipped with a king sized box-spring bed, a bathroom with shower, washbasin and ",https://a0.muscache.com/pictures/c31d479f-6d61-49d3-8d9e-867ae7fa8204.jpg,"Amsterdam, Noord-Holland, Netherlands",52.374,4.88069,Entire home/apt,1 bath,1,1,2,"[""Stove"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Fire extinguisher"", ""Dryer"", ""Dishwasher"", ""Long term stays allowed"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Oven"", ""Hangers"", ""Dedicated workspace"", ""TV with standard cable"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""BBQ grill"", ""Washer"", ""Backyard"", ""Cable TV"", ""Single level home"", ""Game console""]",250,1,1125,5,5,5,5
71,Entire rental unit,AndreaRob71@gmail.com,Bright Beautiful Apartment in BoLo,"Our lovely apartment is located in the Bos en Lommer neighbourhood in Amsterdam West and is only 25min. by train from the airport and 15 min. from the city center with public transportation. <br /><br />Trams 7 & 14, metro 50 and buses 18 & 21 down the street take you directly into the city center to areas like 'de Hallen', the 9 streets and Central Station. With a daily market with fresh produce and two supermarkets around the corner, it's the perfect base if you want to explore Amsterdam!<br /><br /><b>The space</b><br />60m2<br />- 1 bedroom<br />- 1 bathroom<br />- Living room with comfy sofa and Chromecast connected TV<br />- Spacious kitchen with dining table and Smeg oven<br />- Balcony access from bedroom<br />- Top floor<br />- Terrace access from kitchen & living room",https://a0.muscache.com/pictures/54fcf5b6-df75-4391-b8d8-0e2e8985c822.jpg,"Amsterdam, Noord-Holland, Netherlands",52.3787,4.84103,Entire home/apt,1 bath,1,1,2,"[""Washer"", ""Hangers"", ""Dedicated workspace"", ""Cable TV"", ""TV with standard cable"", ""Shampoo"", ""Dryer"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm"", ""Host greets you""]",105,5,1125,4.86,5,5,4.5
72,Room in hostel,ClinkNOORD72@gmail.com,1 Bed in 4 Bedded Girls Dorm En-suite,"- Book one bed (or more) in a 4 bedded shared dorm for girls only <br />- Bunk beds are comfortable and modern<br />- Each bed has its own light, power socket and USB port<br />- Each bed is assigned a locker for small luggage<br />- Shower and toilet facilities are inside your room (but separate from each other)  <br />- Includes bed linen and Free Wi-Fi  <br />- Minimum age 18<br /><br /><b>The space</b><br />Complete with original laboratory features, a spacious atrium and a lively bar, ClinkNOORD is the perfect hostel for travellers looking for a unique Amsterdam experience. Located across the IJ river, just 10 minutes from Amsterdam Centraal Station, ClinkNOORD is right in the heart of the action.<br /><br /><b>Guest access</b><br />Reception<br /><br /><b>Other things to note</b><br />Experience the city like a local in Amsterdam's cool and creative Noord district.<br /><br /><b>License number</b><br />Exempt",https://a0.muscache.com/pictures/845ba3ad-36a0-4d69-a281-5da2b1031f64.jpg,"Central Amsterdam, Amsterdam, Netherlands",52.38464,4.90338,Hotel room,1 bath,1,1,1,"[""Hangers"", ""Outlet covers"", ""Long term stays allowed"", ""Wifi"", ""Heating"", ""Building staff"", ""Smoke alarm""]",28,1,1125,4.61,4.87,4.52,4.96
73,Entire rental unit,Mo73@gmail.com,"klein , warm en typisch amsterdamse appartement","Mijn ruimte is vlakbij een 5* hotel, (uiteraard niet de prijs daarvan) het Anne Frank Huis,  de Dam en het Centraal Station 5 minuten loopafstand<br />Je zult genieten van de plek vanwege de sfeer, de buitenruimte, het licht en in hartje Amsterdam waar alles kan en niks moet. Mijn ruimte is geschikt voor stellen en  bijvoorbeeld solo-avonturiers.",https://a0.muscache.com/pictures/1714e338-8209-4f53-80d4-ab936001f9f3.jpg,"Amsterdam, Noord-Holland, Netherlands",52.37668,4.89434,Entire home/apt,1 bath,1,1,3,"[""Washer"", ""Dedicated workspace"", ""Dryer"", ""Wifi"", ""Kitchen"", ""TV"", ""Essentials"", ""Heating"", ""Iron""]",100,7,14,2,2,1,5
74,Entire rental unit,Stephan74@gmail.com,Sunny Amsterdam East Harbor View,"Lofty, sunny apartment with great view over the water. Relaxing and chilled atmosphere that balances the Amsterdam buzz. A good place for couples, young families and groups of three.<br /><br /><b>The space</b><br />Lofty, sunny and green flat in the former East Harbour of Amsterdam (Zeeburg). From the large living room you have a  beautiful view over the water and the passing boats on sunny afternoons.<br /><br />From the apartment, there are lovely walks in the wide open spaces of the former harbour area; with its canal boats, swim decks (for evening dips in the summer), shops and restaurants. In 5 minutes you are skipping Amsterdam's best (organically brewed) beer at the 't IJ Brewery which is located in an old windmill.<br /><br />The apartment accommodates comfortably two people / one couple; but you can also feel comfortable with three. -The third will then sleep in the living room on the couch. The bedroom is cozy for a couple with its 140x220 bed. The fully equipped kitchen has",https://a0.muscache.com/pictures/5123687/f30d1f05_original.jpg,"Zeeburg, North Holland, Netherlands",52.36958,4.93516,Entire home/apt,1 bath,1,1,3,"[""Washer"", ""Long term stays allowed"", ""Kitchen"", ""Wifi"", ""Elevator"", ""Heating"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware""]",145,2,30,4.92,4.94,4.83,4.82
75,Private room in bed and breakfast,Myrthe75@gmail.com,Newly renovated 2 bedroom B&B on perfect location,"Great 2 bedroom B&B on quiet Cornelis Drebbelstraat is located right in the most beautiful neighborhood of AMS called the Watergraafsmeer, where many city hotspots can be found within walking distance and/or public transport! This 2 bedroom B&B is specially fitted for 4 people, for 2 couples or a family with 2 children. Next to the bedrooms there is 1 bathroom & a separate toilet. There are no cooking facilities but a Nespresso coffee machine, tea facilities and refrigerator is at your disposal.<br /><br /><b>The space</b><br />Our B&B is on the third floor at the beautiful Cornelis Drebbelstraat. The space isn't big but it has all amenities which you need to have a perfect stay in Amsterdam. It's been newly renovated (summer 2019) with high-end materials. The street the B&B is in is quite with mainly people who lives here. There is no floor above the B&B therefor it's quite and serene.<br /><br /><b>Guest access</b><br />All rooms on the floor of the B&B are available to the guests :)",https://a0.muscache.com/pictures/79665f39-9970-45bf-88d1-026154dc9abc.jpg,"Amsterdam, Noord-Holland, Netherlands",52.35278,4.92872,Private room,1 private bath,2,2,4,"[""Hangers"", ""Carbon monoxide alarm"", ""Private entrance"", ""Shampoo"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Lockbox"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""First aid kit"", ""Coffee maker"", ""Refrigerator"", ""Paid parking off premises""]",167,3,1125,4.74,4.92,4.72,4.59
76,Entire rental unit,Reinier76@gmail.com,Rivierenbuurt,"Full furnished appartment of 52m2 with balcony of 18 m2 on the east (morning sun!)<br />Appartment has two bedrooms, large living room, kitchen, bathroom, and a hallway. Possibility to sleep on the couch as well (if needed).",https://a0.muscache.com/pictures/d0b97161-5714-4f09-b971-cfca64b7de60.jpg,"Amsterdam, Noord-Holland, Netherlands",52.34895,4.90773,Entire home/apt,1 bath,2,2,3,"[""Hangers"", ""Washer"", ""Private entrance"", ""Shampoo"", ""Long term stays allowed"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Essentials"", ""Heating"", ""Iron""]",120,3,30,5,4.33,5,5
77,Private room in guest suite,JanJaap77@gmail.com,Private studio in family home,"Je zult genieten van mijn plek vanwege de locatie . Mijn ruimte is geschikt voor stellen, solo-avonturiers en zakelijke reizigers.",https://a0.muscache.com/pictures/f7ca9cf4-1086-46e0-90c7-ea38cf6cab32.jpg,"Amsterdam, Noord-Holland, Netherlands",52.33516,4.85707,Private room,1 private bath,1,1,2,"[""Hangers"", ""Washer"", ""Dedicated workspace"", ""Cable TV"", ""Private entrance"", ""TV with standard cable"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm"", ""First aid kit""]",75,2,14,4.81,4.77,4.79,4.5
78,Entire rental unit,HsiuYen78@gmail.com,The Harlemstreet city suite with private balcony!,"Spacious room with very comfortable bed and private bathroom in Amsterdam's historic city centre. The room is located perfectly on the first floor of an upmarket apartment next to Amsterdam's old canals, and the trendy 'nine-streets', the Royal Palace and the Anne Frank Museum. The room comes with it's own coffee and tea maker and all standard facilities as towels, soap and shampoo. On the back of the studio you will find an private balcony. The location is on a 10 min. walk from central station<br /><br /><b>The space</b><br />Spacious and very comfortable room located in the popular harlemstreet and next to the old canals and Amsterdam's most trendy part of the centre, the Jordaan district.<br />The room is equipped with a king sized box-spring bed that is a heaven of comfort after a long day in town. The room is furnished with chairs, a table, TV, Netflix and a build-in cabinet. The room includes a private bathroom with shower and washbasin and toilet. We supply you with an nespress",https://a0.muscache.com/pictures/5232a2ea-9946-4f56-a428-3ada9c64547f.jpg,"Amsterdam, Noord-Holland, Netherlands",52.3792,4.89164,Entire home/apt,1 bath,1,1,2,"[""Carbon monoxide alarm"", ""Private entrance"", ""Shampoo"", ""Fire extinguisher"", ""Air conditioning"", ""Long term stays allowed"", ""Wifi"", ""TV"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm""]",70,2,1125,4.26,4.5,4.15,4.89
79,Entire rental unit,Wouter79@gmail.com,"Cozy app. in Amsterdam, de Pijp","Excellently situated in the trendy Pijp area of Amsterdam, surrounded by many cozy cafes and restaurants, this 45 m2 apartment/studio can accommodate up to 2 people. Located near many top attractions such as Albert Cuyp market, Museum District.",https://a0.muscache.com/pictures/65429353/6af575aa_original.jpg,"Amsterdam, Noord-Holland, Netherlands",52.3534,4.89177,Entire home/apt,1 bath,1,1,2,"[""Washer"", ""Cable TV"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Shampoo"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Breakfast""]",110,3,28,4.63,4.73,4.76,4.68
80,Entire rental unit,Csenge80@gmail.com,Spacious apartment next to the water in Amsterdam,Our apartment is a 15minute metro ride from Amsterdam Central Station. The metro/train and bus station is a 7minute walk from the apartment. <br />Our apartment was recently renovated and provides a comfortable stay for guests. With train it is a 15 min ride to the airport Schiphol,https://a0.muscache.com/pictures/258fb6e6-bca7-4e74-b949-94344ce5c64a.jpg,"Amsterdam, Noord-Holland, Netherlands",52.31605,4.95396,Entire home/apt,1 bath,1,1,2,"[""Dedicated workspace"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""TV"", ""Heating"", ""Essentials"", ""Elevator""]",130,3,1125,5,5,5,5
81,Entire rental unit,NovaTeam81@gmail.com,HOUSEBOAT NOVA 80m2 + FREE BIKES,"Living on the water is a nice tradition in Amsterdam. Experience this on our beautifully designed houseboat. 4 Bikes are included to explore our great city: http://vimeo.com/83464882.<br />Towels and linen are included and the coffee is free.<br /><br /><b>The space</b><br />Wanna have a great and unique stay on a brand new houseboat in the south of Amsterdam in a really nice and calm neighbourhood? Than make a reservation with us! The Nova Houseboat is near the Olympic Stadium, the big Amsterdam lake and Amsterdam forrest and only 15 minutes from the old centre of town by bike or bus. Parking is right in front on the street with a lot of space. We also offer cheap paid parking close by. The apartment is ideal for one to four people and families, with two bedrooms and one bathroom. Everything you need for a great and comfortable stay in Amsterdam is here:<br /><br />* GREAT BIKES (4) are included in the price!!<br />* Childseat possible on 1 of the bikes<br />* 2 Bedrooms with good bed",https://a0.muscache.com/pictures/24461972/44837b06_original.jpg,"Amsterdam, North Holland, Netherlands",52.34025,4.8466,Entire home/apt,1.5 baths,2,2,4,"[""Stove"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Extra pillows and blankets"", ""Lake access"", ""Heating"", ""Lockbox"", ""Bed linens"", ""Cooking basics"", ""Bathtub"", ""Free street parking"", ""Fire extinguisher"", ""Dishwasher"", ""Long term stays allowed"", ""Essentials"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Paid parking off premises"", ""Hangers"", ""Dedicated workspace"", ""High chair"", ""Coffee maker"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Waterfront"", ""Patio or balcony"", ""Pocket wifi""]",121,1,30,4.76,4.72,4.89,4.52
82,Entire rental unit,Ireen82@gmail.com,Comfortable apartment in Amsterdam,"Ten minutes away from the centre of Amsterdam there is a nice, cosy and quiet apartment. It is 75 m2 big, spacious and light. Water and green in front and back. A double bed in the vide. Easy to park and to reach. two bikes available. Relaxing in A'dam! Very suitable for couples.<br /><br /><b>The space</b><br />It is a comfortable apartment. The area is quiet and still close to the centre.<br />It is forbidden to smoke in the house. The people who live in this aeria, do appreciate good manners. So: no guests, no parties, quiet in the night.<br /><br /><b>Other things to note</b><br />I am very happy to receive you and my house is your house.<br />Unfortunately, one time my guests misbehaved, and troubled my neighbours. I like to airbnb myself in other cities and I love to share my house. But you must promise me to be quiet after 22.00 in my house or in this street.",https://a0.muscache.com/pictures/95188757/334b7cc0_original.jpg,"Amsterdam, Noord-Holland, Netherlands",52.37266,4.94799,Entire home/apt,1 bath,1,1,2,"[""Washer"", ""Hangers"", ""Dedicated workspace"", ""Shampoo"", ""Waterfront"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Essentials"", ""Heating"", ""Hot tub""]",110,8,22,5,4.88,5,5
83,Private room in condominium (condo),Rick83@gmail.com,Comfortable sky room 12th floor,"Comfortable bedroom 1/2 persons on 12th floor of a 16th store flat in Rembrandtpark. Good public transport connections with Amsterdam centre with tram 1 and 17, metro 50 and bus 18 or nightbus 751/752. Self service breakfast.<br /><br /><b>The space</b><br />Enjoy your 'home' in Amsterdam! Energize with the bustling culture and joy of the city of Amsterdam to finally find peace and calm in the lusterous green surroundings of Rembrandtpark, sleeping sky high on 12th floor with beautiful panorama. See Amsterdam Light Festival in winter.<br /><br /><b>Guest access</b><br />Entrance Hall<br />Bedroom<br />Bathroom and toilet<br /><br /><b>Other things to note</b><br />Jog and run in Rembrandtpark and Vondelpark with Amsterdam locals. Rent a bicycle to see the city of Amsterdam like locals do. <br />If you need a personal car transfer from airport please let me know. You will be picked up 45 minutes after landing time, at the rightside of the busstation, at the pick and ride parking space.<",https://a0.muscache.com/pictures/620e4e45-9831-4be5-8f1e-60bab6b57a39.jpg,"Amsterdam, North Holland, Netherlands",52.36309,4.84393,Private room,1.5 shared baths,1,1,2,"[""Shampoo"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Bed linens"", ""Dryer"", ""Long term stays allowed"", ""Elevator"", ""Essentials"", ""Iron"", ""Paid parking on premises"", ""Hangers"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Host greets you"", ""Dishes and silverware"", ""Washer"", ""Shower gel"", ""TV""]",34,2,30,4.76,4.76,4.93,4.49
84,Entire rental unit,Lies84@gmail.com,Modern apartment with garden in Amsterdam,"This beautiful modern apartment is on the ground floor in a very hip and trendy area. It has a newly renovated open plan, fully equipped kitchen and a lovely bathroom with separate toilet. You can enjoy the late afternoon and evening sun in the private garden.<br /><br /><b>License number</b><br />0363 C5DB F43E 4E63 ACB8",https://a0.muscache.com/pictures/ff8b6bfc-8690-4f21-9cc1-e8219b219765.jpg,"Amsterdam, Noord-Holland, Netherlands",52.356316,4.913635,Entire home/apt,1.5 baths,1,2,3,"[""Hangers"", ""Washer"", ""Private entrance"", ""Shampoo"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Essentials"", ""Heating"", ""Iron"", ""Smoke alarm"", ""Cooking basics""]",120,3,7,4,3,4,3
85,Entire rental unit,Chantal85@gmail.com,Sunny city center canal apartment with terrace,"Spacious and sunny en-suite canal apartment in the midst of the famous Jordaan and 9-streets shopping area. Very centrally located in the city center of Amsterdam. Restaurants, gym, shops right at your doorstep. The apartment is very spacious for two. Sunlight comes in in the front and rear of the apartment. There is a huge living kitchen with workspace and french balcony. Comfortable bed, and stylish bathroom. The perfect location to be in for your trip to Amsterdam.<br /><br /><b>The space</b><br />The appartement has a WIFI Network and a SONOS Soundsystem.<br /><br /><b>License number</b><br />0363 6A21 596B B821 C0CC",https://a0.muscache.com/pictures/96d81606-43ec-49b6-ad4c-94f8086347fd.jpg,"Amsterdam, Noord-Holland, Netherlands",52.36791,4.8823,Entire home/apt,1 bath,1,1,2,"[""Hangers"", ""Stove"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Kitchen"", ""Oven"", ""Patio or balcony"", ""TV"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""Coffee maker"", ""Refrigerator"", ""Cooking basics"", ""Dishes and silverware""]",200,1,30,4.76,4.94,4.59,4.94
